text,clusters,probabilities
universalstudioshollywood universal studios hollywood los angeles california universal studios hollywood studio tour theme park los angeles california guide park hours attractions ticket deals culture-arts-entertainment,0,"[0.999735414981842, 3.442968932176882e-08, 2.3774196051817853e-06, 1.0037121828121442e-10, 6.358094606362386e-10, 1.3114461580698844e-05, 2.805589094379002e-10, 0.00024908946943469346]"
pixar pixar animation studios visit www pixar com news developments feature animated films shorts products pixar animation stuidos culture-arts-entertainment,7,"[3.4577314345085597e-09, 1.0460715627047534e-11, 2.5854410279357865e-10, 6.085961179458366e-10, 8.221282812512221e-13, 5.159562306289445e-07, 5.345139331147664e-10, 0.9999995231628418]"
paramount paramount pictures zukor lasky constructed studio marathon street hollywood paramount pictures motion picture studio culture-arts-entertainment,0,"[0.9777979850769043, 8.818558126222342e-05, 0.0001849181717261672, 3.8979476357781095e-07, 2.5408237291912883e-08, 0.00016540885553695261, 2.7658546741804457e-07, 0.021762782707810402]"
advanced studios services design multimedia broadcast flash corporate identity flash culture-arts-entertainment,0,"[0.9399868249893188, 5.867257641511969e-06, 0.03477685898542404, 0.0005233727861195803, 3.4315995378619846e-08, 3.4392938687233254e-05, 3.32634090227657e-06, 0.024669373407959938]"
mgm metro-goldwyn-mayer studios inc independent privately-held motion picture television home video theatrical production distribution company culture-arts-entertainment,7,"[0.01653117872774601, 2.807221108014346e-06, 7.062911026878282e-05, 5.698173026758013e-06, 6.688519249564706e-08, 3.3979638828895986e-05, 1.299607088611765e-08, 0.9833555817604065]"
wikipedia wiki movie studio film studio wikipedia encyclopedia film studio controlled environment film environment interior sound exterior backlot culture-arts-entertainment,7,"[0.1999938040971756, 7.849631947465241e-05, 4.437179086380638e-05, 0.0003032454987987876, 7.1658132583252154e-06, 1.935041836986784e-06, 3.733930142857389e-08, 0.7995709776878357]"
pandemicstudios pandemic studios company background projects press releases employment opportunities culture-arts-entertainment,0,"[0.9987326264381409, 1.3174056903153541e-06, 0.0012659584172070026, 3.3397737353446644e-10, 3.2020557316769782e-09, 3.1110200637840535e-08, 4.5881503041300675e-09, 6.166043675648325e-08]"
foxstudios los angeles fox studios fox studios production facilities services film television entertainment industries culture-arts-entertainment,0,"[0.9625122547149658, 2.950919508748484e-07, 3.093050327152014e-05, 9.314074844724018e-08, 2.4114006347275563e-09, 6.1349260249699e-07, 5.729066998583221e-09, 0.037455786019563675]"
ensemblestudios ensemble studios halo wars warchiefs age mythology titans titans age mythology titans aom aom titans titans expansion gaia rts rts mythology culture-arts-entertainment,7,"[1.3522821063816082e-05, 1.2635629218493705e-06, 3.939863990609638e-10, 1.5849956069846627e-10, 1.6460549590036067e-10, 2.9928020239822217e-07, 2.497143767807297e-12, 0.9999849796295166]"
disneyworld disney wdw parks parklanding mgmlandingpage walt disney world resort disney-mgm studios enjoy business onstage visiting disney-mgm studios experience thrilling attractions broadway style culture-arts-entertainment,0,"[0.8402294516563416, 1.1432885003159754e-06, 0.006739654112607241, 7.349477137985616e-10, 2.0620258833758953e-09, 0.0005606100894510746, 9.669890665975345e-09, 0.15246914327144623]"
westwood command conquer united ----------------- australia brazil czech republic denmark germany benelux hungary italy france japan zealand norway poland culture-arts-entertainment,7,"[2.4951921204774408e-06, 1.0299007044523023e-05, 6.684743425466877e-08, 1.5574535439100146e-08, 1.942246537212089e-11, 3.4300467177672544e-07, 4.930732089292178e-08, 0.9999867677688599]"
universalorlando universal studios theme parks orlando attractions universal orlando information islands adventure universal studios florida tickets hours maps transportation accommodation orlando florida culture-arts-entertainment,5,"[0.21059884130954742, 1.1481358797027497e-06, 0.00011721762712113559, 3.871809894917533e-07, 1.1503410632940358e-06, 0.7769307494163513, 9.641465403831262e-10, 0.012350630946457386]"
sunstudio sun studio birthplace rock roll features audio visual tour legendary studio elvis jerry lee lewis roy orbison johnny cash culture-arts-entertainment,7,"[0.017172256484627724, 7.875485721342557e-07, 2.314099356581778e-09, 1.7379514716253652e-08, 3.1009232515089025e-08, 6.290722467383603e-07, 2.701139312222267e-10, 0.982826292514801]"
ceruleanstudios cerulean studios creators trillian trillian pro instant cerulean studios trillian trillian pro--the instant messenger culture-arts-entertainment,7,"[0.08220439404249191, 0.002148914383724332, 0.0003875504480674863, 0.00040915669524110854, 1.2491487666466128e-07, 0.0048736208118498325, 5.5245136536541395e-06, 0.9099706411361694]"
wikipedia wiki studio studio wikipedia encyclopedia studio artist workroom artist employees studio painting culture-arts-entertainment,0,"[0.9999915361404419, 2.6412326405989006e-06, 1.090693672267662e-06, 1.895574541777023e-07, 4.532529146672459e-06, 1.0107237713441464e-08, 2.7275961045347685e-08, 5.922619905618376e-08]"
transistorstudios transistor studios culture-arts-entertainment,0,"[0.998386025428772, 5.2903477154586653e-08, 3.527090441934888e-08, 2.2411761165130883e-05, 4.360187944030258e-08, 3.7512020156782455e-09, 1.6034041436796542e-06, 0.0015898101264610887]"
crypticstudios cryptic studios home founded los gatos cryptic studios leading independent developer massively-multiplayer online games culture-arts-entertainment,7,"[7.605669452459551e-06, 1.2403600521793123e-05, 7.717010703345295e-06, 0.0021433543879538774, 6.893161597076869e-10, 0.19756640493869781, 2.812575132793427e-07, 0.8002622127532959]"
bungie welcome bungie studios banshees multiplayer vehicles bungie net internet home bungie studios developer halo myth oni marathon bungie info straight culture-arts-entertainment,7,"[3.4047032554385126e-11, 1.1565079915953902e-07, 8.679776009046236e-09, 6.362587100738892e-06, 5.430576778195362e-13, 0.0005798276397399604, 3.550489069414908e-11, 0.9994137287139893]"
wikipedia wiki religion religion wikipedia encyclopedia religion beliefs practices people codified prayer ritual religious law culture-arts-entertainment,0,"[0.9955677390098572, 0.0027739473152905703, 9.63941033660376e-07, 2.5816078050411306e-05, 0.0015993311535567045, 5.640449103339051e-07, 2.679728095245082e-05, 4.822923528990941e-06]"
dmoz society religion and spirituality directory society religion spirituality world religions cults descriptions personal commentary religions cults sects denominations occult freemasonry culture-arts-entertainment,0,"[0.8554642200469971, 0.01215201336890459, 5.198701842346054e-07, 6.517669959293926e-08, 0.0006878093699924648, 0.00027459123521111906, 2.46754916588543e-06, 0.13141828775405884]"
latimes features religion religious news information news coverage world religion globe los angeles los angeles covers pertinent news culture-arts-entertainment,0,"[0.9997945427894592, 0.00016305863391608, 3.544485593920399e-07, 2.0639479014761264e-09, 3.055237903026864e-05, 3.151113787680515e-06, 6.486959858165164e-10, 8.448683729511686e-06]"
dir yahoo society and culture religion and spirituality religion spirituality yahoo directory yahoo reviewed sites religion spirituality culture-arts-entertainment,0,"[0.9977038502693176, 0.0001105203409679234, 7.848320819903165e-07, 1.0668608183550532e-06, 8.166814041032922e-06, 2.3451125343854073e-06, 1.7324855434708297e-06, 0.0021714919712394476]"
google top society religion and spirituality google directory society religion spirituality descriptions personal commentary religions cults sects denominations occult freemasonry age culture-arts-entertainment,0,"[0.8300063014030457, 0.020051272585988045, 2.4907714760047384e-05, 8.67293965711724e-06, 0.00010411265247967094, 0.00014852912863716483, 0.00010476663010194898, 0.1495513916015625]"
npr templates topics topic topicid npr religion national public radio news feature stories religious matters culture-arts-entertainment,0,"[0.9974583983421326, 0.0016917677130550146, 1.1068222782739667e-08, 1.923596171238273e-09, 0.0008469844469800591, 4.4563887513504596e-07, 7.918453093225253e-08, 2.2717083538736915e-06]"
dallasnews religion religion dallas morning news news dallas texas interfaith calendars holy religions religion links alphabetical religious spiritual denominations movements culture-arts-entertainment,0,"[0.7817432284355164, 0.00031802584999240935, 1.1017880297004012e-06, 6.876496172480984e-06, 0.21403490006923676, 0.0030011706985533237, 1.4413946018976276e-06, 0.0008933309582062066]"
religion online religion online texts religious scholars topics bible theology ethics church society communication cultural studies homiletics missions culture-arts-entertainment,0,"[0.9932817220687866, 0.0037126687821000814, 2.303544761161902e-06, 5.499040344147943e-05, 0.0019027895759791136, 1.0375515557825565e-06, 0.000492298451717943, 0.0005521458224393427]"
vlib religion religion www virtual library religions belief systems ancient contemporary religious history mythology resource english indexed religion society culture-arts-entertainment,0,"[0.9954226613044739, 0.0037176045589149, 1.811148706565291e-07, 4.615763373294612e-06, 4.909599283564603e-06, 6.015008011672762e-07, 0.0006785845616832376, 0.00017084190039895475]"
washingtonpost dyn content religion hpid sec religion religion washingtonpost com occasional globalization redefining world religions religion news culture-arts-entertainment,0,"[0.9946574568748474, 0.005262540653347969, 1.1763391739805229e-05, 3.433533279917356e-08, 4.172540866420604e-05, 1.7285312424064614e-05, 9.493901984569675e-07, 8.194396286853589e-06]"
suntimes lifestyles religion index chicago sun-times religion religion cardinal won lobby gov springfield gov blagojevich office wrongly enlisted culture-arts-entertainment,1,"[0.002234124345704913, 0.9967330694198608, 1.711677214188967e-05, 6.26584792939866e-08, 3.216681579942815e-05, 0.00083769834600389, 1.4709495133047312e-07, 0.00014561790158040822]"
religion rutgers edu vri virtual religion index moved http virtualreligion net vri domain notify source link landed culture-arts-entertainment,0,"[0.9499571323394775, 0.013240670785307884, 5.78078834223561e-06, 0.013399455696344376, 0.0016842406475916505, 4.493827509577386e-05, 0.009143532253801823, 0.012524268589913845]"
allafrica religion allafrica com religion religions paths people god research religious god culture-arts-entertainment,0,"[0.9998874664306641, 7.089714131325309e-07, 4.0733215911359366e-08, 5.184866580520975e-08, 9.009192581288517e-05, 4.084014108229894e-06, 3.9507481233158614e-06, 1.35898271764745e-05]"
washingtonpost dyn content religion nav left religion washingtonpost com occasional globalization redefining world religions romney weighing speech religion culture-arts-entertainment,1,"[0.0729178711771965, 0.9266825914382935, 0.00012694000906776637, 4.029006106520683e-07, 0.0001292176020797342, 4.388532033772208e-05, 9.609661901777145e-07, 9.815798694035038e-05]"
cards greetings cgi bin newcards cat religion religion ecards religion greeting cards religion greetings friendship inspirational invitations love pets religion stay touch thank wedding religion home religion greetings culture-arts-entertainment,0,"[0.9998171925544739, 1.1984247066720854e-05, 1.093663897222541e-07, 7.476373866666108e-07, 7.732975063845515e-05, 3.086255310336128e-05, 1.2832303752929874e-07, 6.167923856992275e-05]"
academicinfo religindex religion gateway academic info directory online resources study world religions culture-arts-entertainment,0,"[0.9992781281471252, 0.0003121366898994893, 1.0959782230202109e-05, 2.0436129943846026e-06, 2.269675633215229e-06, 4.161466677032877e-06, 0.000337209872668609, 5.314236113918014e-05]"
cafepress buy religion religion t-shirts gifts cafepress com shop religious gifts religious gifts celebrate world religions unique t-shirts gifts categories religious gifts culture-arts-entertainment,0,"[0.9997428059577942, 3.549679377101711e-06, 0.00013789634977001697, 1.2363435644147103e-06, 0.00011095911759184673, 2.184182221753872e-06, 4.599366150159767e-07, 8.892106961866375e-07]"
chicagotribune news custom religion religion spirituality faith belief news headlines religion striking blow fellowship religion closeup photo galleries multimedia writing religion drained faith culture-arts-entertainment,1,"[0.08568021655082703, 0.8921188712120056, 1.9269185941084288e-05, 3.8079306250438094e-05, 0.0006542775081470609, 0.0074595496989786625, 1.3132494132150896e-06, 0.01402842253446579]"
eeoc gov types religion religious discrimination title civil rights act prohibits employers discriminating religion hiring firing culture-arts-entertainment,0,"[0.5591862797737122, 0.4357832670211792, 8.82964741322212e-06, 8.518434810866893e-07, 0.00497040431946516, 1.5635490854037926e-05, 2.3430779947375413e-06, 3.2402527722297236e-05]"
detnews apps pbcs dll section category lifestyle detroit news online religion obituaries death notices schools detroit history nation world nation world politics gov election health religion technology sports culture-arts-entertainment,5,"[1.457431608287152e-06, 0.014707772992551327, 3.885696787619963e-05, 9.467495692661032e-05, 7.283034938154742e-05, 0.9456965327262878, 1.2524778991718222e-09, 0.03938794136047363]"
cinematography cinematography com professional motion picture camera people professional motion picture camera people news resources culture-arts-entertainment,0,"[0.9999991655349731, 1.9384247096354557e-08, 8.112128284665232e-07, 8.053506306282543e-09, 3.568935014186536e-08, 2.776547436411647e-09, 1.6614057907204938e-09, 2.436011614648237e-09]"
wikipedia wiki cinematography cinematography wikipedia encyclopedia cinematography greek kinesis movement grapho record discipline lighting camera recording photographic culture-arts-entertainment,7,"[0.08636759221553802, 2.5800820367294364e-05, 2.594640946540494e-08, 4.7542325631866333e-08, 1.193098569274298e-06, 5.473787314258516e-05, 2.1038704289821908e-07, 0.9135503768920898]"
wikipedia wiki academy award for best cinematography academy award cinematography wikipedia academy award cinematography awarded cinematographer motion picture culture-arts-entertainment,0,"[0.9998219609260559, 5.08329094373039e-07, 1.755380338863688e-07, 8.069925838682934e-10, 1.8686263558720384e-07, 7.492879916526363e-08, 6.096314120185298e-09, 0.00017695639689918607]"
cinematography cinematography mailing list-cml professional mailing professional cinematographers crews suppliers culture-arts-entertainment,0,"[0.9999998807907104, 3.6554018145729117e-10, 8.006144724959086e-08, 2.112486574556982e-11, 9.691441427150949e-09, 7.145863761826021e-11, 6.473493269210095e-11, 1.9627760788204496e-12]"
precinemahistory history discovery cinematography illustrated website hit counter culture-arts-entertainment,0,"[0.9349492788314819, 3.9312274680014525e-07, 3.4921455949188385e-08, 3.851012397859677e-09, 3.243199042657352e-09, 3.5207767723477446e-06, 1.1863430415814946e-07, 0.06504667550325394]"
meritbadge cinematography merit badge badge cinematography information merit badge moved page http meritbadge org wiki index php title cinematography culture-arts-entertainment,0,"[0.9999967813491821, 3.592597863644187e-08, 9.793244970524029e-08, 1.2665702930902967e-09, 1.2107438607245058e-08, 1.4385840074737644e-08, 6.013484039613104e-07, 2.442367076582741e-06]"
uemedia cpc digitalcinemamag digitalcinematography daily digital cinema resource -pop cinematographer digital cinematography design motion editor net government video post industry vfx pro videography culture-arts-entertainment,7,"[0.009460115805268288, 1.910269565996714e-05, 5.262976969788724e-07, 0.000198560010176152, 7.184613650679239e-07, 0.00014987251779530197, 1.3014009425660333e-08, 0.9901710152626038]"
amazon cinematography kris malkiewicz amazon com cinematography books kris malkiewicz amazon com cinematography books kris malkiewicz kris malkiewicz culture-arts-entertainment,0,"[0.9818384647369385, 8.337181498063728e-05, 2.3076447632774943e-06, 5.4729493967897724e-06, 6.51999198453268e-06, 5.651772880810313e-07, 2.9076498321956024e-05, 0.018034236505627632]"
amazon cinematography photography arts books utf node amazon com cinematography photography books online shopping cinematography photography selection books arts photography subjects prices culture-arts-entertainment,0,"[0.9724313616752625, 0.0008043043198995292, 0.008891518227756023, 0.00521657383069396, 5.542740836972371e-06, 4.405141589813866e-05, 1.0174098861170933e-05, 0.012596473097801208]"
aerialcinematography aerial cinematography information craft aerial cinematographer mounts aircraft camera systems utilized culture-arts-entertainment,0,"[0.9998738765716553, 1.5545290807494894e-05, 3.994032795162639e-06, 1.3621742311897833e-07, 1.0354794000022594e-07, 6.802733878430445e-06, 3.137935689068172e-09, 9.943402983481064e-05]"
usscouts cinematography merit badge cinematography merit badge pamphlet cinematography merit badge cinematography requirements revised effective culture-arts-entertainment,0,"[0.9999998807907104, 1.4970627404409242e-08, 1.4440453277586585e-08, 1.416874690490788e-11, 1.3975434853819024e-07, 1.0854970255991248e-09, 1.6994384566260123e-08, 3.862663522369303e-10]"
cinematographyelectronics cinematography electronics inc entertainment industry product descriptions price contact information cinematographer equipment sales culture-arts-entertainment,0,"[0.9996126294136047, 1.6125349944218215e-08, 0.00010738060518633574, 4.987142006029899e-07, 1.7455558776191538e-08, 6.66246213754107e-09, 1.5986857393457399e-09, 0.00027948227943852544]"
cinematography forum index showforum cinematography com professional motion picture camera people forum home search help cinematography forums news events discussion cinematographers lighting gripping culture-arts-entertainment,0,"[0.9886071085929871, 2.737675458774902e-05, 8.803390664979815e-05, 0.00013901125930715352, 3.940793646961538e-07, 0.0006672979798167944, 4.2852139614524276e-08, 0.010470840148627758]"
cinematography culture-arts-entertainment,0,"[1.0, 4.656598999626393e-13, 6.115525620631335e-12, 1.8070890581991204e-14, 1.13260509098604e-13, 6.45538378069195e-14, 1.33967337223595e-10, 3.2715857800624804e-10]"
all wichm cinemat cinematography collecting vintage movie cameras projectors introduction culture-arts-entertainment,0,"[0.9866403937339783, 8.584206057093979e-08, 3.5003054676963075e-08, 1.1812039701908361e-06, 4.057127611645228e-08, 8.04547598818317e-05, 5.94679505638851e-09, 0.013277867808938026]"
seanet bradford film video electronic cinematography bradford homepage articles nonlinear editing blue-screen shooting links camera sites culture-arts-entertainment,7,"[0.00014683416520711035, 5.531610725029168e-08, 2.39004993574099e-08, 4.319795698393136e-05, 5.155332587492012e-07, 0.0036476252134889364, 4.402183506613255e-08, 0.996161699295044]"
cinematography cinefile cinematography software cml- cinematography mailing cinematography mailing cml sponsored home discussion lists comparative tests film cameras e-cinema video lenses culture-arts-entertainment,7,"[0.19095589220523834, 0.0005954623338766396, 8.697648445377126e-05, 0.00799490325152874, 7.799891318427399e-05, 0.03661760687828064, 9.125016049438273e-07, 0.7636702656745911]"
cine holocaust eng cinematography holocaust ninth internet edition database cinematography holocaust project information films culture-arts-entertainment,0,"[0.6259958744049072, 1.9886820155079477e-06, 2.04044610541132e-07, 1.2503121524787275e-06, 1.5636288708265056e-07, 1.3006578228669241e-05, 9.563035519022378e-07, 0.37398645281791687]"
oscars teachersguide cinematography index cinematography welcome teacher resource guide ymi ltd ampas guide students learn cinematography craft motion picture activities culture-arts-entertainment,0,"[0.9963173866271973, 2.1274031496432144e-06, 1.2656988701564842e-06, 1.6406611393904313e-06, 7.567497846139304e-07, 0.0025741520803421736, 0.0008383970707654953, 0.0002642752951942384]"
foxcinematography welcome fox cinematography fox director photography fox award-winning director photography cinematographer owner film production equipment packages motion picture culture-arts-entertainment,0,"[0.9809179306030273, 1.1959778021264356e-06, 1.4750935406482313e-05, 2.7402009550314688e-08, 5.106452483083501e-10, 0.0003882095916196704, 7.018985836992897e-09, 0.01867787353694439]"
americanmovie american movie plot character information culture-arts-entertainment,0,"[0.9982349872589111, 0.0001371918770018965, 5.438862444862025e-07, 8.02500121910299e-10, 2.787967356976395e-10, 3.4131833217543317e-06, 6.079653225299353e-09, 0.0016238477546721697]"
imdb title american movie american movie imdb movies celebs culture-arts-entertainment,0,"[0.9818410277366638, 4.076918412465602e-05, 6.195065793690446e-08, 1.5273255993264456e-09, 3.555098260221712e-08, 1.8505061234463938e-06, 8.080412072786203e-08, 0.01811620034277439]"
imdb title american dreamz american dreamz imdb movies celebs soundtrack listing movie connections merchandising links box office business release culture-arts-entertainment,0,"[0.950203537940979, 1.8921316950581968e-05, 0.012778498232364655, 4.627938920975794e-08, 3.4658949488175494e-08, 2.9971133699291386e-05, 1.6702427219073002e-09, 0.03696904331445694]"
amctv amc movie people movie people dedicated american movie fans featuring movies productions morning shootout movie club celebrity culture-arts-entertainment,0,"[0.9372974634170532, 2.5911417651514057e-06, 6.42705742848193e-07, 5.879541618014628e-07, 3.945777393710159e-08, 0.0056204358115792274, 1.3187223535382486e-10, 0.05707826465368271]"
amazon american movie mark borchardt amazon com american movie dvd mark borchardt tom schimmels amazon com american movie dvd mark borchardt tom schimmels monica borchardt alex borchardt chris borchardt ken keen mike schank matt weisman bill culture-arts-entertainment,7,"[0.02777041494846344, 0.0005069180042482913, 8.39757649373496e-06, 1.0709928574215155e-05, 1.214281473949086e-05, 2.9657254344783723e-05, 8.160210200003348e-06, 0.9716536998748779]"
wikipedia wiki american movie american movie wikipedia encyclopedia american movie documentary film independent film milwaukee filmmaker mark borchardt feverishly independent culture-arts-entertainment,7,"[0.023147977888584137, 0.00039519707206636667, 8.666685289426823e-07, 2.1024957774784525e-08, 3.4845231766666984e-06, 0.0069443536922335625, 2.0830444924513358e-08, 0.9695081114768982]"
afi tvevents years quotes afi movie quotes american film institute afi revealed movie quotes afi movie quotes three-hour television event culture-arts-entertainment,0,"[0.858547031879425, 4.856854138779454e-05, 5.045911620982224e-06, 3.4598879210534506e-06, 6.55497751722578e-06, 0.0062434058636426926, 3.0492327596221003e-07, 0.13514569401741028]"
americanpiemovie american pie naked mile movie shift focus adam stifler cousin matt seann scott films youngster culture-arts-entertainment,7,"[6.355551158776507e-05, 2.0411471268744208e-07, 7.265978041459675e-08, 1.633728352601338e-08, 1.0425005303460466e-10, 0.00024382355331908911, 1.00749044662507e-08, 0.9996923208236694]"
movie list trailers americanbeauty movie -list american beauty trailer page net movie trailers database updated daily previews release reviews contests images classic films culture-arts-entertainment,0,"[0.9759705066680908, 1.1383885976101737e-05, 2.5332492441521026e-06, 5.1019302560462165e-08, 5.156063252798049e-06, 0.003998642321676016, 4.4203387616903456e-09, 0.020011695101857185]"
netflix movie american movie netflix american movie dvd rental rent american movie netflix american movie dvd rental rent movies netflix month trial titles shipping culture-arts-entertainment,7,"[0.08246903866529465, 2.3116959710023366e-05, 6.687356744805584e-06, 4.8254896682919934e-06, 9.19273475119553e-07, 0.0004577950749080628, 3.359641027600446e-07, 0.917037308216095]"
afi tvevents years songs afi songs american film institute afi revealed movie songs afi songs three-hour television event hosted culture-arts-entertainment,0,"[0.982682466506958, 2.2967242330196314e-06, 7.364236154216997e-08, 5.97329190554774e-08, 2.7387395675759763e-06, 0.0011876756325364113, 2.368016893683489e-08, 0.016124721616506577]"
amazon american movie critics silents until amazon com american movie critics silents amazon com american movie critics silents books phillip lopate phillip lopate culture-arts-entertainment,7,"[0.33332359790802, 0.007196429651230574, 4.038113274873467e-06, 1.1270960385445505e-05, 4.769713086716365e-06, 3.5533664686226984e-06, 4.077149696968263e-06, 0.6594523191452026]"
rottentomatoes american movie american movie rotten tomatoes american movie reviews nation critics audiences movie info trailer poster photos news articles forum culture-arts-entertainment,7,"[0.0021029969211667776, 0.0005425071576610208, 2.0742942297147238e-07, 3.572163222997915e-07, 2.8817277453185852e-08, 4.7228008952515665e-06, 5.463952207351852e-11, 0.9973491430282593]"
historictheatres theatre historical society america records preserves architectural cultural social history american theatres culture-arts-entertainment,0,"[0.9999969005584717, 3.1365789254778065e-06, 1.2370894530988608e-08, 1.2469399644776669e-11, 1.7938230456593374e-08, 2.5041527879077208e-11, 1.7743781999257635e-09, 3.1300809166801e-11]"
salon ent movies int smith index salon arts entertainment american movie -maker chris wins indie-film lottery documentary struggling independent filmmaker culture-arts-entertainment,0,"[0.7112289071083069, 0.0002681713958736509, 3.424319402256515e-06, 1.2188547948710493e-09, 2.9126162814918644e-08, 0.03771486133337021, 9.986219851043643e-09, 0.2507845163345337]"
wikipedia wiki cinema the united states cinema united wikipedia encyclopedia explosion independent film ever-decreasing costs filmmaking landscape american movie -making culture-arts-entertainment,7,"[0.07824824005365372, 0.0008071055053733289, 7.657734386157244e-05, 6.576487066922709e-06, 1.4620060937886592e-05, 0.0001966523559531197, 6.28106633371317e-09, 0.9206501841545105]"
americandreamzmovie american dreamz dvd american dreamz movie american dreamz purchase american dreamz dvd starring hugh grant dennis quaid mandy dafoe purchase american dreamz dvd culture-arts-entertainment,7,"[0.005765543784946203, 1.8295328629847063e-07, 1.3272222076921025e-07, 1.0676044936985818e-08, 4.696604349874178e-08, 1.1164503348481958e-06, 1.7434857113585167e-08, 0.9942329525947571]"
hanksville naresources indices namovie index native american movie resources internet index native american movie stars internet culture-arts-entertainment,0,"[0.9815121293067932, 1.5514643791902927e-07, 1.0561725716229375e-08, 7.146820024672706e-08, 2.9146313140770985e-10, 0.0004899166524410248, 5.951478865284798e-09, 0.01799771748483181]"
amctv guide amctv com guide guide amctv com movie people dedicated american movie fans featuring movies productions morning culture-arts-entertainment,0,"[0.9998249411582947, 1.1908405639360353e-07, 4.089587264388683e-07, 5.3811366029776764e-08, 3.38381518361075e-08, 1.6397500075981952e-05, 7.689446301917258e-11, 0.0001581648684805259]"
americanrhetoric moviespeeches american rhetoric movie speeches text audio video movie speeches culture-arts-entertainment,7,"[0.08087757229804993, 0.00017700604803394526, 1.4224252709027496e-07, 4.017013850443618e-07, 3.2765750113128433e-09, 1.3342648344405461e-05, 8.913906834884244e-10, 0.9189314246177673]"
wikipedia wiki painters lists painters wikipedia encyclopedia redirected painters jump navigation search page lists lists painters painters century painters movement culture-arts-entertainment,0,"[0.9998409748077393, 4.635627647076035e-06, 2.264186171885285e-09, 5.046079873394227e-11, 5.904323252536869e-09, 3.4038979634942734e-08, 1.0120139171121423e-09, 0.00015438431000802666]"
wikipedia wiki list painters painters wikipedia encyclopedia incomplete help expanding painters painters culture-arts-entertainment,0,"[0.999914288520813, 2.711949491640553e-07, 1.9723680466654514e-09, 1.3588840122591428e-11, 4.10059541877672e-09, 3.4842613239050024e-09, 1.8769831175435847e-11, 8.542790601495653e-05]"
certapro house painting certapro painters painting contractors house house painting contractors certapro painters source house painters painting contractors culture-arts-entertainment,0,"[0.9999485015869141, 5.5686164159851614e-06, 4.4391273945620924e-07, 2.860578995900198e-10, 4.512543819146231e-05, 3.996107611481392e-11, 7.0736478896549215e-09, 2.1716665798976464e-07]"
paintergallery painters directory arts resources oils painting abstractism paintergallery com painter directory arts resources artists galleries realism watercolors seascapes reproductions posters prints culture-arts-entertainment,0,"[0.9999545812606812, 2.3287402228788778e-08, 2.6534979769010647e-10, 1.1802448124723086e-12, 4.432179048308171e-05, 1.2847714558894552e-10, 7.017243730533806e-11, 1.1069573702116031e-06]"
paintersrestaurant painters restaurant art food bar culture-arts-entertainment,0,"[0.9999600648880005, 1.2018094075472163e-08, 3.480266605038196e-05, 1.7907547666951018e-09, 4.1703929198888545e-09, 1.767753765591351e-08, 1.984925591946851e-11, 5.0980274863832165e-06]"
oilpaintersofamerica oil painters america copyright oil painters america rights reserved box crystal lake office tel fax culture-arts-entertainment,7,"[0.43463951349258423, 0.0014930391917005181, 1.0598409971862566e-05, 5.409915502241347e-07, 0.001251476351171732, 7.324164016608847e-06, 1.0558112535363762e-06, 0.5625964403152466]"
iupat international union painters allied trades afl-cio clc ibpat painters paint makers drywall finishers tapers allied trades diversifying culture-arts-entertainment,0,"[0.9999715089797974, 1.0961259249597788e-05, 6.699243385810405e-06, 1.3480140614863245e-10, 3.359781203471357e-06, 1.05934305771882e-09, 1.5838449440863656e-09, 7.482082310161786e-06]"
servicemagic category painting staining painting contractors house painters matched painting staining contractors home improvement projects servicemagic network painting staining contractors culture-arts-entertainment,0,"[0.9970824122428894, 3.1183956252789358e-06, 2.6530892682785634e-07, 8.694731157277147e-09, 0.002914025215432048, 1.2634789881005304e-09, 1.144045924661441e-08, 1.7268047258767183e-07]"
paulgraham hackers painters hackers painters makers composers architects writers hackers painters trying culture-arts-entertainment,0,"[0.9739481806755066, 0.00010890924022533, 7.495716047856149e-09, 2.0895042496249516e-07, 3.172790252747859e-09, 2.507510199478702e-09, 3.3285629807977557e-10, 0.025942714884877205]"
geocities paris cafe paint paint weborgers -the belgian painters painters bruegel van eycks rubens memling roger pasture belgians technique western art oil culture-arts-entertainment,0,"[0.9826850295066833, 3.1620591471437365e-05, 3.302202821942046e-05, 9.576423209978202e-09, 1.613546919543296e-05, 1.5529127267654985e-05, 2.3000823468066756e-09, 0.01721864566206932]"
dailypainters contemporary art sale painting artists daily daily painters gallery artwork copyrighted artists daily painters art gallery contemporary art sale culture-arts-entertainment,0,"[1.0, 2.965865331105988e-09, 1.4518605206959023e-09, 5.0629280227889456e-14, 1.4005615556200723e-09, 9.686023094701568e-10, 1.5287166064276159e-12, 1.2290338885501129e-11]"
dir yahoo arts visual arts painting artists masters masters painting yahoo directory deigo rivera mexican muralist painter learn rembrandt van rijn painters culture-arts-entertainment,0,"[0.9999973773956299, 4.648310536481404e-08, 3.1834670455310743e-09, 2.773765765684555e-11, 3.480283510270965e-07, 6.077343961408133e-09, 5.8257487722812584e-09, 2.2598730993195204e-06]"
paulgraham hackpaint hackers painters hackers painters examines world hackers motivations people occupy thoughtful prose draws illuminating culture-arts-entertainment,0,"[0.8458870649337769, 0.12856775522232056, 5.758773841080256e-05, 5.156744009582326e-05, 9.045719906453087e-08, 3.2240561722574057e-06, 2.0059066230260214e-07, 0.025432486087083817]"
